Nombre de la Localidad;Tipo de Localidad;Ámbito;Pueblo Indígena u Originario;Departamento;Provincia;Distrito;Ubigeo;Fecha reconocimiento;Fecha titulación;"Área 
(Hectárea)";"De 0 a 4 años
(aprox.)";"De 5 a 14 años 
(aprox.)";"De 15 a 29 años 
(aprox.)";"De 30 a 64 años 
(aprox.)";"De 65 años a más
(aprox.)"
La Tuna Alianza;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;7;14;10;14;2
Jempets;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;14;17;20;18;0
Washuntsa;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;25;33;31;34;2
Jose Taijim;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;3;3;4;2;0
Barranquita;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;5;5;4;6;0
Atsakus;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;63;92;85;70;6
Punton Wajal;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;5;10;2;7;0
Alto Pupuntas;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;5;18;11;20;1
Bajo Canampa;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;38;68;41;48;2
Palestina;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;5;8;5;7;1
Nuevo Belen;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;10;18;14;13;1
Tampe;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;37;54;38;58;6
Nuevo Progreso;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;14;23;8;24;2
Tsutsum;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;13;18;10;10;1
Yahuahua;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;38;62;48;55;4
Tunants;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;15;29;14;19;5
Yutui Entsa;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;23;44;28;28;2
Kayants;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;39;75;74;72;7
Tundusa Escuela Centro;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;13;23;21;12;2
Yantana Entsa;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;17;23;15;20;5
Alto Waisim;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;48;73;43;40;0
Bajo Waisin;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;13;24;13;17;2
Piwat;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;0;0;2;2;0
Cuzumatac;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;13;23;14;22;2
Najankus;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;25;48;48;38;2
Ambuja;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;30;41;24;27;0
Uchi Chiangos;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;40;74;49;59;3
San Pedro;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;11;29;24;35;3
Sumpa;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;20;51;36;34;0
Datej;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;11;20;11;12;1
Boca Ambuja;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;41;76;39;51;3
Chincan;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;11;28;18;18;2
Alto Ipacuma;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;39;74;35;60;1
Nueva Vista (Tuutin);Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;20;36;26;31;1
Tayuntsa Cachiaco;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;36;51;39;35;2
Alto Panqui - Panki;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;20;37;20;34;2
Kayaukuiniacu;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;16;24;20;24;1
Chorros;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;15;28;29;26;2
Bajo Cachiaco;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;15;26;20;17;0
Nuevo Seasme;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;33;57;38;76;5
Sawintza;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;22;45;20;30;0
Kunguki;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;39;34;38;21;0
Nueva Unida;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;27;51;35;43;3
Numpakaim;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;8;21;12;11;0
Chapi;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;18;42;18;23;3
Abana;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;4;16;31;22;0
Shimbito;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;42229;-;-;4;9;8;13;0
Tayuntsa;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;30;57;63;73;4
Bajo Kashap;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;6;18;12;10;0
Urakuza;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;27557;27617;18864.13703;197;359;313;347;31
Waisim;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;28340;28402;2804.997802;13;26;12;19;0
Wajai;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;35927;35980;24313.0481;5;10;2;7;0
Chapints - Dapiikat;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;6;5;7;5;1
Chapiza;Localidad sin tipo identificado por la DRA;Amazónico;Wampis;Amazonas;Condorcanqui;Nieva;10401;-;-;-;95;210;154;164;15
Yamakentza;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;27593;27617;1145.820146;5;15;9;12;1
Agkais;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;34114;34379;40866.18705;0;0;2;0;0
Cayamas;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;27593;27617;1858.637977;17;29;22;46;4
Umukai;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;35927;35978;3576.599017;2;5;7;4;3
Kusumatak;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;38625;-;-;17;32;15;26;0
Jíbaro;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;11;24;13;14;0
Kigkis;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;10;34;39;50;7
Limón de Kayamas;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;69;166;170;167;13
Ideal;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;41011;43265;-;3;11;3;5;0
Pujupat;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;41011;43270;-;5;13;11;12;1
Campanquis;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;40876;-;-;0;0;0;0;0
Dase Nain;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;43097;-;-;0;0;0;0;0
Kugkumas;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;42907;-;-;0;0;0;0;0
Najaim;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;59;106;91;131;17
Nueva Esperanza;Localidad sin tipo identificado por la DRA;Amazónico;Wampis;Amazonas;Condorcanqui;Nieva;10401;-;-;-;78;171;108;140;17
Puerto Tunduza;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;27;47;39;57;1
Putuyakat;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;25;27;27;34;3
Suwants;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;35;84;50;64;3
Yujamkim;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;9;34;11;18;0
Centro Ipacuma;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Nieva;10401;-;-;-;31;85;48;65;6
Achu;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;35646;35741;28786.88847;87;161;97;123;5
Achuim;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;27842;28402;4037.705807;63;117;64;73;7
Ajuntai-entsa;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;36025;36027;12814.96312;2;2;3;3;0
Antiguo Kanam;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;36027;36062;27295.92987;6;5;5;5;1
Bashuim Chinim;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;36297;36383;4221.880968;20;41;10;34;4
Bashuin;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;31842;32253;3775.450902;15;28;9;24;4
Buchigkim;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;34114;34379;19212.13852;17;25;17;36;6
Canga;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;28016;28027;4807.420409;11;26;19;23;0
Cusu Pagata;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;28016;28027;17451.73839;335;665;553;538;44
Huampami;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;27593;27618;2265.22533;117;568;483;213;16
Kunchai;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;38212;39008;12827.31925;12;19;13;12;0
Kusu-numpatkeim;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;27842;28027;8211.34539;115;199;154;133;15
Kuyumatak;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;38213;39008;8249.228562;39;70;44;44;3
Mamayakim;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;27593;27617;1494.497448;30;43;37;52;3
Mamayaque;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;28020;28402;3315.695754;57;94;75;86;7
Nanchik Entsa;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;36297;36383;1085.294611;6;3;12;6;0
Nuevo Mamayaque;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;34114;34379;12525.46174;6;8;10;6;0
Nuevo Tutino;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;36027;36059;1371.117998;10;23;14;19;0
Paantan Entsa;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;28340;32253;13179.92167;45;75;55;66;4
Pagki;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;27842;32253;1074.347964;0;0;0;2;1
Paiza;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;28016;28030;6440.450122;78;116;103;118;6
Pampa-entsa;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;27842;28402;5639.507897;121;231;208;176;13
Pijuayal;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;36297;36383;3095.749734;4;4;6;8;0
Putuim;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;36027;36027;2717.47444;4;14;4;10;0
Sawientsa;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;34114;34379;18257.84075;0;0;2;2;0
Shacham Entsa;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;36297;36383;2907.643971;0;0;0;0;0
Shaim;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;28494;29263;41822.17208;60;162;128;148;4
Shamatak;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;27842;28402;9075.975076;92;127;133;100;7
Shapijim;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;36027;36040;838.750737;10;15;9;12;3
Sua-san Antonio;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;28016;28027;4611.738976;61;124;63;94;5
Suwants;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;36297;36383;3560.006976;2;8;2;4;1
Tagkegip;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;36297;36383;7652.540182;25;28;28;18;1
Tunas;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;36297;36383;12895.93573;20;44;25;24;1
Tunim;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;36027;36027;6466.537096;2;4;3;4;0
Tuutin;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;27593;27617;4881.052427;73;164;114;159;18
Uchi-shamatak;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;29066;29248;11043.9645;23;31;19;25;1
Uchi Numpatkaim;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;36027;36027;15193.78536;2;11;7;7;0
Kusu Chico;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;112;197;151;130;14
Sujin;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;18;16;21;13;3
Kusu Kubaim;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;190;383;332;310;16
Aintam;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;7;16;16;13;2
Kayamas;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;14;16;81;21;2
San Antonio;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;39;77;50;53;2
Puerto Wais;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;4;6;11;11;0
Saasa;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;13;18;25;21;2
Yuwi Entsa;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;5;2;11;4;0
Nueva Isla;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;6;19;20;17;1
Chigki Shinuk;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;18;20;19;15;1
Nueva Era;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;16;18;12;21;4
Wachim;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;36027;36027;12572.58339;15;31;20;28;1
Wawain;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;27557;27617;7612.161066;69;148;97;142;14
Wee;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;36027;36027;11184.54466;0;0;0;0;0
Yagku Entsa;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;36297;36383;7939.069134;0;8;8;7;1
Cocoashi;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;24;44;30;40;6
Kumpin;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;12;19;6;13;1
La Banda;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;15;21;24;16;1
Najem;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;9;24;19;19;0
Nuevo Kanam;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;26;49;25;58;9
San Rafael;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;23;49;50;39;3
Santa Fe;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;13;21;9;16;3
Teesh;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;19;38;30;41;1
Tsawantus;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;5;13;6;13;0
Tseasim;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;11;16;8;13;0
Tuwag Entsa;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;33;41;55;48;4
Wawajim Entsa;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;El Cenepa;10402;-;-;-;9;18;4;18;1
Aintam;Comunidad nativa;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;36297;36454;15276.68927;51;79;45;51;2
Alianza Progreso;Comunidad nativa;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;27593;27617;49651.48912;361;710;465;520;30
Belén;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Rio Santiago;10403;27593;27617;36085.7799;158;376;184;365;30
Candungos;Comunidad nativa;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;28016;28027;79494.46096;261;477;461;353;25
Fortaleza;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Rio Santiago;10403;35716;35807;2882.424181;25;26;22;27;3
Guayabal;Comunidad nativa;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;28016;28027;6608.951007;107;169;88;108;7
Kagkas;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Rio Santiago;10403;35185;35583;12509.22645;37;86;53;63;7
Kayamas;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Rio Santiago;10403;36027;36040;4427.491119;11;26;12;21;2
Kunt Entsa;Comunidad nativa;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;34290;34914;53222.07038;29;51;44;40;1
Muwaim;Comunidad nativa;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;34290;34914;29085.8057;56;85;91;67;2
Nueva Jerusalén;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Rio Santiago;10403;35716;35741;3392.031789;17;32;10;31;1
Papayacu o San Martín;Comunidad nativa;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;28016;28027;27977.24208;105;214;156;153;2
Pashkus;Comunidad nativa;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;34290;34914;42142.65602;7;22;21;14;1
San Juan;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Rio Santiago;10403;35264;35390;5041.463089;31;46;34;46;1
Soledad;Comunidad nativa;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;28016;28027;31757.35053;189;312;185;221;13
San Martin;Localidad sin tipo identificado por la DRA;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;-;-;-;7;22;14;12;0
Ajamchin;Localidad sin tipo identificado por la DRA;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;-;-;-;29;47;27;32;1
Chapiza;Localidad sin tipo identificado por la DRA;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;-;-;-;91;203;148;160;15
Nueva Esperanza;Localidad sin tipo identificado por la DRA;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;-;-;-;48;91;58;69;4
Pampa Entsa;Localidad sin tipo identificado por la DRA;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;-;-;-;42;39;32;42;1
Kugkukim;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Rio Santiago;10403;-;-;-;16;27;17;37;2
Paati;Localidad sin tipo identificado por la DRA;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;-;-;-;3;0;3;0;0
La Poza;Localidad sin tipo identificado por la DRA;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;-;-;-;55;91;94;138;12
El Limon;Localidad sin tipo identificado por la DRA;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;-;-;-;27;40;21;25;3
Villa Gonzálo;Comunidad nativa;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;27593;27617;80885.68338;444;830;629;620;36
Yujagkim;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Rio Santiago;10403;30867;32253;17109.1004;50;82;62;86;6
Yutupis;Comunidad nativa;Amazónico;Awajún;Amazonas;Condorcanqui;Rio Santiago;10403;27557;27617;36719.41194;234;658;422;554;29
Chosica;Localidad sin tipo identificado por la DRA;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;-;-;-;50;105;70;87;4
Kusuim;Comunidad nativa;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;38625;-;13345.21842;25;28;21;15;1
Cucuasa;Localidad sin tipo identificado por la DRA;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;-;-;-;40;72;67;62;7
Dos de mayo;Localidad sin tipo identificado por la DRA;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;-;-;-;33;79;48;54;0
Escudero;Localidad sin tipo identificado por la DRA;Amazónico;Wampis;Amazonas;Condorcanqui;Rio Santiago;10403;-;-;-;2;2;2;3;1
Gerezo;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Amazonas;Condorcanqui;Rio Santiago;10403;-;-;-;11;28;14;38;3
